"company","job_link","role","location","location_link","remote/on-site","compensation","link","quick_apply"
"MVP Healthcare","https://www.ziprecruiter.com/co/MVP-Healthcare/Jobs?uuid=&radius=25","Payment Integrity Analyst - Data Mining & Savings Reporting","NY","https://www.ziprecruiter.com/jobs-search?location=New+York&search=Data","· Remote","$69.38K - $92.28K/yr","",""
"DataAnnotation","https://www.ziprecruiter.com/co/DataAnnotation/Jobs?uuid=dgOcU3bdXktu4%2FnCP%2FFGddG0bhM%3D&radius=25","Research Data Scientist - AI Trainer","Yuma, AZ","https://www.ziprecruiter.com/jobs-search?location=Yuma%2CAZ&search=Data","· Remote","$40 - $50/hr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/829fe1ea.jpeg","Quick apply"
"FM","https://www.ziprecruiter.com/co/FM/Jobs/-in-Johnston,RI?uuid=V8JV5LLGF9dRQs2%2Bp2%2FTRZGqubc%3D&radius=25","Data Scientist - Optimization and Advanced Machine Learning","Johnston, RI","https://www.ziprecruiter.com/jobs-search?location=Johnston%2CRI&search=Data","· On-site +1","$103.04K - $148.10K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/8c694572.png",""
"Robert Half","https://www.ziprecruiter.com/co/Robert-Half/Jobs?uuid=8WWYca8%2FldvdBzp3IfmAPRku04o%3D&radius=25","Financial Data Specialist","Trenton, NJ","https://www.ziprecruiter.com/jobs-search?location=Trenton%2CNJ&search=Data","· Remote","$17 - $18/hr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/b1d2c8b4.jpeg","Quick apply"
"PulseMediaNL","https://www.ziprecruiter.com/co/PulseMediaNL/Jobs?uuid=&radius=25","Data Entry Specialist","Phoenix, AZ","https://www.ziprecruiter.com/jobs-search?location=Phoenix%2CAZ&search=Data","· Remote","$17.50 - $23.25/hr","","Quick apply"
"PIPESTONE","https://www.ziprecruiter.com/co/PIPESTONE/Jobs/-in-Brandon,SD?uuid=sz3pB52eytJGhVpHVaiy2Yf02Eg%3D&radius=25","Bilingual Data Entry Clerk","Brandon, SD","https://www.ziprecruiter.com/jobs-search?location=Brandon%2CSD&search=Data","· On-site +1","$20 - $22/hr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/6c05479c.png","Quick apply"
"Joint Research and Development, LLC","https://www.ziprecruiter.com/co/Joint-Research-and-Development,-LLC/Jobs?uuid=hkmIbY07i7ptnURAOZlJM%2BiVYnI%3D&radius=25","Operations/Data Analyst (Journeyman)","Nellis Air Force Base, NV","https://www.ziprecruiter.com/jobs-search?location=Nellis+Air+Force+Base%2CNV&search=Data","· Remote","$84K - $137K/yr","","Quick apply"
"SUMMERVINE","https://www.ziprecruiter.com/co/SUMMERVINE/Jobs?uuid=&radius=25","Data Entry Clerk","Sonoma, CA","https://www.ziprecruiter.com/jobs-search?location=Sonoma%2CCA&search=Data","· Remote","$70.90K - $98K/yr","","Quick apply"
"Halvik","https://www.ziprecruiter.com/co/Halvik/Jobs?uuid=N0fTuzryd9SWIJOJvh1guxZTpLM%3D&radius=25","Data Engineer","Vienna, VA","https://www.ziprecruiter.com/jobs-search?location=Vienna%2CVA&search=Data","· Remote","$85K - $95K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/32aafd49.png","Quick apply"
"Anyworks.in","https://www.ziprecruiter.com/co/Anyworks.in/Jobs?uuid=&radius=25","Data Analyst - Healthcare Domain","OR","https://www.ziprecruiter.com/jobs-search?location=Oregon&search=Data","· Remote","$70K - $140K/yr","","Quick apply"
"BWX Technologies","https://www.ziprecruiter.com/co/BWX-Technologies/Jobs/-in-Lynchburg,VA?uuid=fLEbzsXCRIWLK3pnZ8IlGSjCt0M%3D&radius=25","Engineering Data Scientist","Lynchburg, VA","https://www.ziprecruiter.com/jobs-search?location=Lynchburg%2CVA&search=Data","· On-site +1","$62K - $97K/yr","",""
"Technology Company","https://www.ziprecruiter.com/co/Technology-Company/Jobs?uuid=XDXKt8jUVRGdnkQze847i%2BGIPm0%3D&radius=25","Manager, Courthouse Field Data Operations","Fairfax, VA","https://www.ziprecruiter.com/jobs-search?location=Fairfax%2CVA&search=Data","· Remote","","","Quick apply"
"Objectways Technologies Llc","https://www.ziprecruiter.com/co/Objectways-Technologies-Llc/Jobs?uuid=&radius=25","Egocentric Data Collection","Phoenix, AZ","https://www.ziprecruiter.com/jobs-search?location=Phoenix%2CAZ&search=Data","· Remote","$20/hr","","Quick apply"
"NYSTEC","https://www.ziprecruiter.com/co/NYSTEC/Jobs/-in-Albany,NY?uuid=2xibiIzXE3NjJFaGUp4f63Smwx4%3D&radius=25","Senior Consultant - Data Analyst","Albany, NY","https://www.ziprecruiter.com/jobs-search?location=Albany%2CNY&search=Data","· On-site +1","$84.50K - $109.85K/yr","",""
"TCWGlobal","https://www.ziprecruiter.com/co/TCWGlobal/Jobs?uuid=dELib71KHpa1rIDfjdhcmWYIE9g%3D&radius=25","Retail Data Coordinator","Austin, TX","https://www.ziprecruiter.com/jobs-search?location=Austin%2CTX&search=Data","· Remote","$21 - $24/hr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/fb494aa8.jpeg","Quick apply"
"Skill","https://www.ziprecruiter.com/co/Skill/Jobs?uuid=&radius=25","Data Analyst 2","Los Angeles, CA","https://www.ziprecruiter.com/jobs-search?location=Los+Angeles%2CCA&search=Data","· Remote","$42 - $47/hr","",""
"The General Theological Seminary","https://www.ziprecruiter.com/co/The-General-Theological-Seminary/Jobs?uuid=XBPbsnL8MfGu3WJvzlaGa0aco8Y%3D&radius=25","Registrar and Data Manager of Student Records","Manhattan, NY","https://www.ziprecruiter.com/jobs-search?location=Manhattan%2CNY&search=Data","· Remote","$55K - $68K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/f0897518.png","Quick apply"
"Service Measure LLC","https://www.ziprecruiter.com/co/Service-Measure-LLC/Jobs?uuid=&radius=25","Driver / Data Collector","Binghamton, NY","https://www.ziprecruiter.com/jobs-search?location=Binghamton%2CNY&search=Data","· Remote","$16 - $17.50/hr","","Quick apply"
"Workforce Connections","https://www.ziprecruiter.com/co/Workforce-Connections/Jobs?uuid=HM4UNqqc8Gb0PHNiLO2lzG3JggM%3D&radius=25","Adobe/CJA Data Analyst","Saint Louis, MO","https://www.ziprecruiter.com/jobs-search?location=Saint+Louis%2CMO&search=Data","· Remote","$67/hr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/9ca8c0f4.png","Quick apply"
"Restaurant365","https://www.ziprecruiter.com/co/Restaurant365/Jobs/-in-Irvine,CA?uuid=Hw7zBCN%2Bq28Xm8%2FbvkwziEzSU80%3D&radius=25","Principal Data Analyst - GTM","Irvine, CA","https://www.ziprecruiter.com/jobs-search?location=Irvine%2CCA&search=Data","· On-site +1","$116K - $174K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/4b06058a.png","Quick apply"
"Service Measure LLC","https://www.ziprecruiter.com/co/Service-Measure-LLC/Jobs?uuid=&radius=25","Driver / Data Collector","Northglenn, CO","https://www.ziprecruiter.com/jobs-search?location=Northglenn%2CCO&search=Data","· Remote","$16 - $17.50/hr","","Quick apply"
"MSR Technology Group","https://www.ziprecruiter.com/co/MSR-Technology-Group/Jobs?uuid=&radius=25","SQL Data Analyst - Healthcare Claims","Springfield, IL","https://www.ziprecruiter.com/jobs-search?location=Springfield%2CIL&search=Data","· Remote","","","Quick apply"
"3M Consultancy","https://www.ziprecruiter.com/co/3M-Consultancy/Jobs?uuid=aifmRraD%2BEDZuYP9J7JvIV1EUOc%3D&radius=25","Data Analyst with IRS MBI Clearance required.","Washington, DC","https://www.ziprecruiter.com/jobs-search?location=Washington%2CDC&search=Data","· Remote","$100K - $130K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/47f9433b.png","Quick apply"
"Masai Technologies Corporation","https://www.ziprecruiter.com/co/Masai-Technologies-Corporation/Jobs?uuid=4GibqlIRJzejYoXFnSVWZY0AP6Y%3D&radius=25","Data Migration Analyst","Frederick, MD","https://www.ziprecruiter.com/jobs-search?location=Frederick%2CMD&search=Data","· Remote","$95K - $120K/yr","","Quick apply"
"Owlchemy Labs","https://www.ziprecruiter.com/co/Owlchemy-Labs/Jobs?uuid=AzfHNzxrGQhHyGxSgRn4qyziwpU%3D&radius=25","Senior Data Analyst","Austin, TX","https://www.ziprecruiter.com/jobs-search?location=Austin%2CTX&search=Data","· Remote","$105K - $130K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/5ff435a7.png","Quick apply"
"1 point system","https://www.ziprecruiter.com/co/1-point-system/Jobs?uuid=L%2Bqm59sF%2FT14340yDt7SEg8GLIM%3D&radius=25","BI/Data Analyst","Dallas, TX","https://www.ziprecruiter.com/jobs-search?location=Dallas%2CTX&search=Data","· Remote","","","Quick apply"
"Klingelhofer Management Group, LLC","https://www.ziprecruiter.com/co/Klingelhofer-Management-Group,-LLC/Jobs?uuid=&radius=25","Laborer (Underground Utilities / Data Center Construction)","New Albany, OH","https://www.ziprecruiter.com/jobs-search?location=New+Albany%2COH&search=Data","· Remote","$18.25 - $23.25/hr","","Quick apply"
"CLOUDSCOUTS SOFTWARE SOLUTIONS LLC","https://www.ziprecruiter.com/co/CLOUDSCOUTS-SOFTWARE-SOLUTIONS-LLC/Jobs?uuid=&radius=25","Data Analyst with strong medicaid Exp","Topeka, KS","https://www.ziprecruiter.com/jobs-search?location=Topeka%2CKS&search=Data","· Remote","","","Quick apply"
"ECCLESIASTES INC","https://www.ziprecruiter.com/co/ECCLESIASTES-INC/Jobs?uuid=&radius=25","Data Analyst","Newark, DE","https://www.ziprecruiter.com/jobs-search?location=Newark%2CDE&search=Data","· Remote","","","Quick apply"
"TechData Service Company LLC","https://www.ziprecruiter.com/co/TechData-Service-Company-LLC/Jobs?uuid=pWVSTZ%2B0tFxPqTKRe9uTlKutCSI%3D&radius=25","Safety Data Coord.&Coding Associate(Coding,Med terminology)URGENT-4291","OR","https://www.ziprecruiter.com/jobs-search?location=Oregon&search=Data","· Remote","$26 - $28/hr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/0cc8c26d.jpeg","Quick apply"
"Kapson LLC","https://www.ziprecruiter.com/co/Kapson-LLC/Jobs?uuid=&radius=25","Lead Electrical Engineer - Hyper-Scale Data Centers (REMOTE | U.S.)","Arlington, VA","https://www.ziprecruiter.com/jobs-search?location=Arlington%2CVA&search=Data","· Remote","$180K - $240K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/966c0728.jpeg","Quick apply"
"HCA Asset Management","https://www.ziprecruiter.com/co/HCA-Asset-Management/Jobs?uuid=Uzm3519144kX9Egt4QBNtCERHn8%3D&radius=25","Inventory and Data Specialist Consultant","Saint Louis, MO","https://www.ziprecruiter.com/jobs-search?location=Saint+Louis%2CMO&search=Data","· Remote","$17.25 - $21.75/hr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/f9608dcd.png","Quick apply"
"Planned Parenthood of Wisconsin, Inc.","https://www.ziprecruiter.com/co/Planned-Parenthood-of-Wisconsin,-Inc./Jobs/-in-Milwaukee,WI?uuid=&radius=25","Data Analyst","Milwaukee, WI","https://www.ziprecruiter.com/jobs-search?location=Milwaukee%2CWI&search=Data","· On-site +1","","","Quick apply"
"Focused HR Solutions","https://www.ziprecruiter.com/co/Focused-HR-Solutions/Jobs?uuid=aDf2lWKxL5B6%2BzMB3O2Cosf9aSk%3D&radius=25","Data Analyst - MS Dataverse 8-11","Raleigh, NC","https://www.ziprecruiter.com/jobs-search?location=Raleigh%2CNC&search=Data","· Remote","$50 - $80/hr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/41e2bc18.png","Quick apply"
"Allstate","https://www.ziprecruiter.com/co/Allstate/Jobs?uuid=J3bgnX98R3g5Zgef%2BYuzNK3PPvY%3D&radius=25","Data Scientist Associate Manager","IL","https://www.ziprecruiter.com/jobs-search?location=Illinois&search=Data","· Remote","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/84cf79cc.png",""
"Lockheed Martin","https://www.ziprecruiter.com/co/Lockheed-Martin/Jobs/-in-Orlando,FL?uuid=E3WVtNpT2la3IeyfSAV07F6TWtc%3D&radius=25","Senior Data Engineer","Orlando, FL","https://www.ziprecruiter.com/jobs-search?location=Orlando%2CFL&search=Data","· On-site +1","$99K - $134.40K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/0c2ad019.png",""
"SynMax","https://www.ziprecruiter.com/co/SynMax/Jobs?uuid=qwbsbbMpLAo2RF4G%2B5WzGi26gs4%3D&radius=25","Part-Time Data Operations Analyst","Houston, TX","https://www.ziprecruiter.com/jobs-search?location=Houston%2CTX&search=Data","· Remote","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/2a69d9d2.png","Quick apply"
"EMMC, Inc","https://www.ziprecruiter.com/co/EMMC,-Inc/Jobs?uuid=&radius=25","Military Medical Data Analyst","San Diego, CA","https://www.ziprecruiter.com/jobs-search?location=San+Diego%2CCA&search=Data","· Remote","$93K - $114K/yr","","Quick apply"
"Nature's Sunshine Products","https://www.ziprecruiter.com/co/Nature's-Sunshine-Products/Jobs/-in-Lehi,UT?uuid=HpkjyfI531CnzCCi4s7lHaAZHbA%3D&radius=25","Data and Analytics Intern","Lehi, UT","https://www.ziprecruiter.com/jobs-search?location=Lehi%2CUT&search=Data","· On-site +1","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/c3afa364.jpeg","Quick apply"
"Lightcast","https://www.ziprecruiter.com/co/Lightcast/Jobs?uuid=mw2rsKd7zaIMA5rWo0%2Fau2pxPNQ%3D&radius=25","Data Analyst (Arabic dialects)","Home, WA","https://www.ziprecruiter.com/jobs-search?location=Home%2CWA&search=Data","· Remote","","","Quick apply"
"AscellaHealth","https://www.ziprecruiter.com/co/AscellaHealth/Jobs/-in-Berwyn,PA?uuid=nhzENKTLJ5FqpHAufggmXmr4gPE%3D&radius=25","Data Pipeline Analyst","Berwyn, PA","https://www.ziprecruiter.com/jobs-search?location=Berwyn%2CPA&search=Data","· On-site +1","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/ba8fdd95.png","Quick apply"
"Oscar Health","https://www.ziprecruiter.com/co/Oscar-Health/Jobs?uuid=zWV5P%2BW8znrUNHE5jjqOVjn7gw8%3D&radius=25","Senior Analyst, Provider Data Operations","Dallas, TX","https://www.ziprecruiter.com/jobs-search?location=Dallas%2CTX&search=Data","· Remote","$61.85K - $81.18K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/b4581880.png","Quick apply"
"ParetoHealth","https://www.ziprecruiter.com/co/ParetoHealth/Jobs?uuid=LMkmr0FWuKbeYC1pYXBqbTUuMy8%3D&radius=25","Lead Data Analyst","Philadelphia, PA","https://www.ziprecruiter.com/jobs-search?location=Philadelphia%2CPA&search=Data","· Remote","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/ab46fb86.png","Quick apply"
"Donato Technologies, Inc","https://www.ziprecruiter.com/co/Donato-Technologies,-Inc/Jobs?uuid=k9oE1AwHO9apsOuPy9Fq9S%2By828%3D&radius=25","Sr. Data Analyst","Albany, NY","https://www.ziprecruiter.com/jobs-search?location=Albany%2CNY&search=Data","· Remote","$55 - $58/hr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/55d7f05c.png","Quick apply"
"DW Simpson","https://www.ziprecruiter.com/co/DW-Simpson/Jobs/-in-Richmond,VA?uuid=p%2BbyWth82ztlXqe5dV%2BWU1gwPhw%3D&radius=25","Senior Insurance Product Data Analyst - Remote","Richmond, VA","https://www.ziprecruiter.com/jobs-search?location=Richmond%2CVA&search=Data","· On-site +1","$105/hr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/2badacd9.png",""
"Hibbett Retail, Inc.","https://www.ziprecruiter.com/co/Hibbett-Retail,-Inc./Jobs?uuid=Y2X8Zxnc5Hq9eIIsS85qd4gCdJo%3D&radius=25","Senior Analyst, HCMS Data Analytics","Birmingham, AL","https://www.ziprecruiter.com/jobs-search?location=Birmingham%2CAL&search=Data","· Remote","$80.60K - $101.70K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/fa2d3463.jpeg","Quick apply"
"ARCTICOM LLC","https://www.ziprecruiter.com/co/ARCTICOM-LLC/Jobs/-in-Dayton,OH?uuid=&radius=25","DMS MRO Data Engineer","Dayton, OH","https://www.ziprecruiter.com/jobs-search?location=Dayton%2COH&search=Data","· On-site +1","$125K - $150K/yr","","Quick apply"
"Citizant","https://www.ziprecruiter.com/co/Citizant/Jobs/-in-Chantilly,VA?uuid=4z6EvUFAVVXFuXcSwQ0hkOvCL8g%3D&radius=25","Data Protection Analyst","Chantilly, VA","https://www.ziprecruiter.com/jobs-search?location=Chantilly%2CVA&search=Data","· On-site +1","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/67f0e9b7.png",""
"OST INC","https://www.ziprecruiter.com/co/OST-INC/Jobs/-in-Orlando,FL?uuid=iYO9ob6sB4cyxp8b3JbmCbAM4AI%3D&radius=25","Data Quality Engineer","Orlando, FL","https://www.ziprecruiter.com/jobs-search?location=Orlando%2CFL&search=Data","· On-site +1","$106.90K - $128.40K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/4a953502.png","Quick apply"
"Logist IT","https://www.ziprecruiter.com/co/Logist-IT/Jobs?uuid=&radius=25","Sr. AWS Data Engineer","OR","https://www.ziprecruiter.com/jobs-search?location=Oregon&search=Data","· Remote","$50 - $60/hr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/d066dce4.jpeg","Quick apply"
"John Wiley & Sons Inc.","https://www.ziprecruiter.com/co/John-Wiley-&-Sons-Inc./Jobs?uuid=jb0zNdVPvQpQshmfOAPPpXn8H2M%3D&radius=25","Data Analyst - Power BI Specialist","Hoboken, NJ","https://www.ziprecruiter.com/jobs-search?location=Hoboken%2CNJ&search=Data","· Remote","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/d2eeacb1.png",""
"Career TEAM","https://www.ziprecruiter.com/co/Career-TEAM/Jobs?uuid=RmYnfgnLEMJQrjZ%2FQz8KAHJFtdk%3D&radius=25","Data Conversion Software Engineer","Golden, CO","https://www.ziprecruiter.com/jobs-search?location=Golden%2CCO&search=Data","· Remote","$60K - $100K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/2ec04311.png","Quick apply"
"PNC Financial Services Group","https://www.ziprecruiter.com/co/PNC-Financial-Services-Group/Jobs/-in-Strongsville,OH?uuid=yVVRdPJhqKj89T0mqj7KEzOgZe8%3D&radius=25","Data Scientist Sr - Deposit Fraud Analytics/Strategy","Strongsville, OH","https://www.ziprecruiter.com/jobs-search?location=Strongsville%2COH&search=Data","· On-site +1","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/82e56ef7.png",""
"SmartIPlace","https://www.ziprecruiter.com/co/SmartIPlace/Jobs?uuid=X%2B1gjyCKf%2BjEy0SRMBOuupRW0fA%3D&radius=25","Data Engineer (Manager Level)","Dallas, TX","https://www.ziprecruiter.com/jobs-search?location=Dallas%2CTX&search=Data","· Remote","$65 - $70/hr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/aa16758c.png","Quick apply"
"Miratech","https://www.ziprecruiter.com/co/Miratech/Jobs?uuid=7nY61%2BoEPYetCuPRlqwn6CPBWTs%3D&radius=25","Senior Data Analyst","Charleston, WV","https://www.ziprecruiter.com/jobs-search?location=Charleston%2CWV&search=Data","· Remote","$79.60K - $100.40K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/b54c31d9.png","Quick apply"
"Techizee Inc","https://www.ziprecruiter.com/co/Techizee-Inc/Jobs?uuid=j4mUjZtmdbnM%2Ba6G9u72LDDRFC4%3D&radius=25","Data Engineer","Columbia, MD","https://www.ziprecruiter.com/jobs-search?location=Columbia%2CMD&search=Data","· Remote","$100K - $120K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/5bdea881.png","Quick apply"
"Argo Critical Solutions","https://www.ziprecruiter.com/co/Argo-Critical-Solutions/Jobs?uuid=F9s2CWGG4jGpZHT4ZdFIl8l%2FRR0%3D&radius=25","Sr Mechanical Engineer (MEP - Critical Mission / Data Center )","New York, NY","https://www.ziprecruiter.com/jobs-search?location=New+York%2CNY&search=Data","· Remote","$110K - $140K/yr","","Quick apply"
"Newcastle Associates, Inc.","https://www.ziprecruiter.com/co/Newcastle-Associates,-Inc./Jobs?uuid=Y64G1BhjwWlKBIF3kuCh3VUOvD8%3D&radius=25","Data Engineer","Chicago, IL","https://www.ziprecruiter.com/jobs-search?location=Chicago%2CIL&search=Data","· Remote","$118K - $141.80K/yr","","Quick apply"
"WaveMetrix","https://www.ziprecruiter.com/co/WaveMetrix/Jobs?uuid=&radius=25","Data Engineer","Los Angeles, CA","https://www.ziprecruiter.com/jobs-search?location=Los+Angeles%2CCA&search=Data","· Remote","$120K - $165K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/b8ca72bf.jpeg","Quick apply"
"Elliptic","https://www.ziprecruiter.com/co/Elliptic/Jobs?uuid=&radius=25","Senior Data Analyst","New York, NY","https://www.ziprecruiter.com/jobs-search?location=New+York%2CNY&search=Data","· Remote","$1K/day","","Quick apply"
"Stand Together","https://www.ziprecruiter.com/co/Stand-Together/Jobs?uuid=NF3RhGsoRfHdshNopaCleHNZWo4%3D&radius=25","Senior Reference Data Analyst","Arlington, VA","https://www.ziprecruiter.com/jobs-search?location=Arlington%2CVA&search=Data","· Remote","$88K - $111.10K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/cb849da1.png","Quick apply"
"Platinum Resource Group","https://www.ziprecruiter.com/co/Platinum-Resource-Group/Jobs?uuid=PD0a0C2otIszIW2JP1jnwGZP5vo%3D&radius=25","REMOTE - Finance Data Analyst: 26-00051","City Of Industry, CA","https://www.ziprecruiter.com/jobs-search?location=City+Of+Industry%2CCA&search=Data","· Remote","$60 - $75/hr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/235261c3.jpeg","Quick apply"
"SafeLease","https://www.ziprecruiter.com/co/SafeLease/Jobs?uuid=dIAIb4ge7EgE9Uu9kdWdmAZPPEM%3D&radius=25","Senior Data Analyst","","","","$88K - $111.10K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/7e33b3a6.png","Quick apply"
"Ansible Government Solutions","https://www.ziprecruiter.com/co/Ansible-Government-Solutions/Jobs?uuid=VzTZ%2Bxx1vglxZHlaYgcDzykhDn0%3D&radius=25","Senior Data Analyst","Malvern, PA","https://www.ziprecruiter.com/jobs-search?location=Malvern%2CPA&search=Data","· Remote","$88K - $111.10K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/a9a91214.png","Quick apply"
"Starr And Associates LLC","https://www.ziprecruiter.com/co/Starr-And-Associates-LLC/Jobs?uuid=&radius=25","BI Data Engineer (Contractor)","Atlanta, GA","https://www.ziprecruiter.com/jobs-search?location=Atlanta%2CGA&search=Data","· Remote","$55 - $75/hr","","Quick apply"
"COLEXAS DIGITAL INC","https://www.ziprecruiter.com/co/COLEXAS-DIGITAL-INC/Jobs?uuid=&radius=25","Sales Engineer (Data Centers, Automation, and SCADA)","Houston, TX","https://www.ziprecruiter.com/jobs-search?location=Houston%2CTX&search=Data","· Remote","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/fc085c01.jpeg","Quick apply"
"Data Society","https://www.ziprecruiter.com/co/Data-Society/Jobs?uuid=oWljITJy%2BCEFWespD70KP0jBPMc%3D&radius=25","Contract Data Analyst","Washington, DC","https://www.ziprecruiter.com/jobs-search?location=Washington%2CDC&search=Data","· Remote","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/29058f9d.png","Quick apply"
"WickedFile","https://www.ziprecruiter.com/co/WickedFile/Jobs?uuid=&radius=25","AI/Data Engineer","Alpharetta, GA","https://www.ziprecruiter.com/jobs-search?location=Alpharetta%2CGA&search=Data","· Remote","$140K/yr","","Quick apply"
"The Midtown Group","https://www.ziprecruiter.com/co/The-Midtown-Group/Jobs?uuid=8qSyZvAD0bZXeBOIHFaO4tDi3wk%3D&radius=25","Cloud Data Platform Administrator","Washington, DC","https://www.ziprecruiter.com/jobs-search?location=Washington%2CDC&search=Data","· Remote","$70/hr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/dfab1e5f.jpeg","Quick apply"
"People Architects","https://www.ziprecruiter.com/co/People-Architects/Jobs?uuid=lDs%2FXmx3C3J%2FXrC22RHyeGhsAnM%3D&radius=25","Data Operations Engineer","Akron, OH","https://www.ziprecruiter.com/jobs-search?location=Akron%2COH&search=Data","· Remote","","","Quick apply"
"Inherent Technologies","https://www.ziprecruiter.com/co/Inherent-Technologies/Jobs?uuid=b%2F6RYcSaKqHfG5fDh3N06Gc9zBA%3D&radius=25","Sr. Data Engineer","Chandler, AZ","https://www.ziprecruiter.com/jobs-search?location=Chandler%2CAZ&search=Data","· Remote","$117.20K - $140.70K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/41bfa965.png","Quick apply"
"ACS Consultancy Services","https://www.ziprecruiter.com/co/ACS-Consultancy-Services/Jobs?uuid=&radius=25","Data Engineer (DBT Specialist)","Albany, NY","https://www.ziprecruiter.com/jobs-search?location=Albany%2CNY&search=Data","· Remote","$117.20K - $140.70K/yr","","Quick apply"
"Rule14","https://www.ziprecruiter.com/co/Rule14/Jobs?uuid=74OYR0MjU74aZwGdO%2FT2kdc4YxY%3D&radius=25","Data Scientist - AI, ML, NLP Developer","Los Angeles, CA","https://www.ziprecruiter.com/jobs-search?location=Los+Angeles%2CCA&search=Data","· Remote","","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/2f07092e.png","Quick apply"
"Alfatech","https://www.ziprecruiter.com/co/Alfatech/Jobs?uuid=pAZfhVYKThVPWWdVRa7Cz6Tgo7M%3D&radius=25","Senior Electrical Engineer, Hybrid Preferred, Remote OK, Data centers","San Jose, CA","https://www.ziprecruiter.com/jobs-search?location=San+Jose%2CCA&search=Data","· Remote","$150K - $165K/yr","https://www.ziprecruiter.com/svc/fotomat/public-nosensitive-ziprecruiter-logos/company/cfc9f9b2.jpeg","Quick apply"
